Base Hazard Rate,CHL Intervention Duration,CHL Intervention ES,CHL Intervention T1,CHL Maintenance Duration,CHL Maintenance ES,Time in Age Group
0.029200088,2,-1.692215505,2013,3.962723129,-1.632121584,4
